,ibp,ibp_nA_c,ibp_ppm_c,name,type,time,OK
0,0.7851568999999999,2.3228977225927667,2958.514053169203,tsweep_SchGtTtKfsVh,Sch,Thu Sep 28 14:55:41 2023,True
1,0.7845896,2.268702319263147,2891.5783732834934,tsweep_SchGtTtKsfVh,Sch,Thu Sep 28 14:55:41 2023,True
2,0.7853840999999999,2.2929787904841703,2919.5635492037213,tsweep_SchGtTtKffVh,Sch,Thu Sep 28 14:55:41 2023,True
3,0.7827605999999999,2.2673712780230653,2896.634396293152,tsweep_SchGtTtKssVh,Sch,Thu Sep 28 14:55:41 2023,True
4,0.769713,3.657954406370016,4752.361472873677,tsweep_SchGtTtKfsVl,Sch,Thu Sep 28 14:55:41 2023,False
5,0.77474,2.2672135357124876,2926.4185865096515,tsweep_SchGtTtKsfVl,Sch,Thu Sep 28 14:55:41 2023,True
6,0.7780838,2.285790174147892,2937.717215225265,tsweep_SchGtTtKffVl,Sch,Thu Sep 28 14:55:41 2023,True
7,0.7752926,2.2687026660694714,2926.253476519022,tsweep_SchGtTtKssVl,Sch,Thu Sep 28 14:55:41 2023,True
