,dvderr,offset,ibp_1u,i_active,i_pwrdwn,m_temp,m_temp_err,vref,name,type,time,OK
0,2.791179,0.9026168999999999,1.567839,33.09452,130.59060000000002,16.99394,-10.00606,1.209369,tran_SchGtAttTtVt,Sch,Thu Nov 17 20:23:24 2022,False
