,dvderr,offset,ibp_1u_3,i_active,i_pwrdwn,name,type,time,OK
0,2.65068,0.7636719000000001,0.7865637000000001,23.19545,25.61748,tran_SchGtKttTtVt,Sch,Thu Sep 28 14:55:01 2023,True
