,ibp_0,ibp_1,ibp_2,ibp_3,ibp_1u,name,type,time,OK
0,1.0048300000000001,1.0048300000000001,1.0048300000000001,1.0048300000000001,1.02609,dc_SchGtAttTtVt,Sch,Tue Nov 29 19:44:23 2022,False
